Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Anders Juengst,11,41,3.73,21,1.91,2,0.18,55,5.0,250,22.73,96.9,192,17.45,2257,205,1357,123
Allan Laviolette,10,23,2.3,34,3.4,0,0.0,41,4.1,158,15.8,91.9,195,19.5,2098,210,1629,163
Henry Fisher,10,33,3.3,12,1.2,6,0.6,40,4.0,117,11.7,92.9,195,19.5,2492,249,538,54
Eric Taylor,7,6,0.86,26,3.71,4,0.57,24,3.43,198,28.29,94.7,137,19.57,1253,179,1302,186
Jacob Fairfax,11,23,2.09,15,1.36,6,0.55,37,3.36,135,12.27,95.7,220,20.0,1840,167,1165,106
Terrence Mitchell,9,19,2.11,11,1.22,4,0.44,28,3.11,97,10.78,97.0,145,16.11,1449,161,481,53
Jacob Mouw,1,0,0.0,2,2.0,1,1.0,3,3.0,3,3.0,100.0,14,14.0,32,32,32,32
Matt Gouchoe-Hanas,10,13,1.3,20,2.0,0,0.0,25,2.5,396,39.6,98.5,185,18.5,410,41,2230,223
Elijah Long,10,8,0.8,15,1.5,6,0.6,23,2.3,190,19.0,96.9,167,16.7,293,29,1057,106
David Richardson,10,8,0.8,3,0.3,13,1.3,22,2.2,16,1.6,94.1,179,17.9,358,36,111,11
Alex Davis,11,11,1.0,5,0.45,11,1.0,23,2.09,30,2.73,93.8,146,13.27,580,53,148,13
Seth Weaver,11,9,0.82,11,1.0,6,0.55,21,1.91,91,8.27,94.8,170,15.45,379,34,454,41
Sol Yanuck,10,9,0.9,23,2.3,3,0.3,19,1.9,452,45.2,96.6,199,19.9,775,78,3580,358
Shane Sisco,3,2,0.67,2,0.67,1,0.33,5,1.67,11,3.67,100.0,46,15.33,191,64,77,26
Connor Russell,5,4,0.8,3,0.6,6,1.2,8,1.6,32,6.4,86.5,74,14.8,145,29,136,27
Kamron Daftari,2,2,1.0,0,0.0,1,0.5,3,1.5,1,0.5,100.0,16,8.0,28,14,-6,-3
Noah Saul,8,3,0.38,12,1.5,7,0.88,12,1.5,143,17.88,94.7,147,18.38,217,27,938,117
Matthew Mcknight,11,11,1.0,16,1.45,1,0.09,16,1.45,194,17.64,95.6,172,15.64,1291,117,1630,148
Tim McAllister,7,1,0.14,6,0.86,5,0.71,10,1.43,39,5.57,95.1,119,17.0,293,42,269,38
Grayson Sanner,4,4,1.0,0,0.0,1,0.25,5,1.25,14,3.5,100.0,39,9.75,175,44,69,17
Ethan Bloodworth,10,3,0.3,9,0.9,5,0.5,11,1.1,71,7.1,93.4,161,16.1,480,48,389,39
Marc Rovner,4,2,0.5,1,0.25,3,0.75,4,1.0,15,3.75,93.8,57,14.25,149,37,41,10
Tristan Green,2,1,0.5,0,0.0,2,1.0,2,1.0,4,2.0,100.0,9,4.5,14,7,26,13
Josh Hartzog,9,2,0.22,7,0.78,4,0.44,9,1.0,57,6.33,93.4,155,17.22,344,38,265,29
Andrew McKelvey,6,7,1.17,1,0.17,1,0.17,5,0.83,13,2.17,81.3,64,10.67,369,62,15,3
Trevor Lynch,10,6,0.6,1,0.1,4,0.4,8,0.8,41,4.1,95.3,149,14.9,294,29,336,34
Ethan Bolthouse,2,2,1.0,0,0.0,0,0.0,1,0.5,9,4.5,100.0,13,6.5,106,53,1,1
Joey Cretella,5,2,0.4,0,0.0,3,0.6,2,0.4,13,2.6,81.3,58,11.6,98,20,73,15
Suraj Madiraju,6,2,0.33,2,0.33,1,0.17,2,0.33,20,3.33,90.9,68,11.33,153,26,61,10
Justin Allen,7,3,0.43,2,0.29,2,0.29,0,0.0,15,2.14,75.0,72,10.29,133,19,61,9
Bailey LaBerteaux,1,0,0.0,1,1.0,0,0.0,0,0.0,8,8.0,88.9,14,14.0,14,14,96,96
Vincent Calderon,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1.0,0,0,0,0
Kiron Allen,2,1,0.5,0,0.0,1,0.5,-1,-0.5,14,7.0,82.4,24,12.0,-43,-22,84,42
